l_0,init time,avg error,avg runtime
20,4.747163432002708,0.25672065118461,0.00020708709926111623
21,8.277303090006171,0.2045522680410526,0.00018731820018729194
22,16.655321477999678,0.21557377913429981,0.0002863113004423212
23,36.54870569600462,0.2464627580506721,0.000252455601003021
